customer_id,is_suspicious,case_date
CUST000077,0,2024-06-07
CUST000078,0,2024-11-12
CUST000079,1,2024-04-29
CUST000080,0,2025-03-30
CUST000081,0,2024-10-29
CUST000082,1,2025-04-14
CUST000083,1,2024-11-17
CUST000084,0,2025-02-05
CUST000085,0,2025-03-07
CUST000086,0,2024-09-23
CUST000087,1,2025-03-08
CUST000088,1,2024-05-03
CUST000089,1,2025-04-18
CUST000090,0,2024-08-02
CUST000091,1,2025-03-17
CUST000092,0,2024-05-01
CUST000093,0,2024-08-22
CUST000094,0,2024-04-24
CUST000095,1,2024-05-21
CUST000096,1,2025-02-06
CUST000097,0,2025-03-25
CUST000098,1,2024-11-07
CUST000099,0,2024-07-23
CUST000100,0,2024-07-12
CUST000101,0,2024-09-27
CUST000102,0,2024-11-25
CUST000103,0,2024-09-25
CUST000104,1,2025-02-11
CUST000105,0,2024-12-03
CUST000106,1,2024-06-06
CUST000107,0,2025-01-29
CUST000108,0,2025-03-02
CUST000109,1,2025-02-23
CUST000110,0,2024-09-29
CUST000111,0,2024-05-04
CUST000112,1,2024-06-27
CUST000113,0,2025-03-12
CUST000114,0,2024-07-07
CUST000115,0,2024-09-10
CUST000116,0,2024-05-12
CUST000117,1,2025-03-29
CUST000118,1,2024-11-21
CUST000119,0,2024-10-06
CUST000120,0,2024-12-19
CUST000121,0,2025-04-07
CUST000122,0,2024-10-13
CUST000123,0,2024-04-28
CUST000124,0,2024-11-01
CUST000125,0,2024-05-02
CUST000126,1,2024-11-12
CUST000127,1,2024-08-11
CUST000128,0,2024-12-05
CUST000129,0,2024-08-18
CUST000130,0,2024-09-14
CUST000131,1,2024-12-08
CUST000132,1,2025-03-26
CUST000133,1,2024-10-27
CUST000134,0,2025-02-17
CUST000135,0,2025-01-13
CUST000136,0,2024-05-02
CUST000137,0,2024-11-30
CUST000138,1,2024-05-05
CUST000139,0,2024-06-28
CUST000140,0,2025-01-04
CUST000141,0,2024-09-29
CUST000142,0,2025-01-13
CUST000143,1,2024-05-15
CUST000144,0,2024-11-01
CUST000145,0,2024-12-03
CUST000146,0,2024-12-09
CUST000147,0,2024-05-20
CUST000148,0,2025-04-10
CUST000149,0,2025-02-01
CUST000150,0,2025-01-12
CUST000151,1,2025-04-03
CUST000152,0,2024-09-16
CUST000153,0,2024-05-06
CUST000154,1,2025-04-20
CUST000155,0,2024-07-10
CUST000156,0,2024-08-31
CUST000157,0,2024-08-18
CUST000158,0,2024-11-01
CUST000159,1,2024-12-30
CUST000160,0,2024-12-03
CUST000161,0,2024-11-26
CUST000162,0,2024-10-07
CUST000163,1,2025-02-22
CUST000164,0,2024-12-15
CUST000165,1,2024-09-13
CUST000166,1,2025-01-13
CUST000167,0,2024-06-07
CUST000168,0,2025-01-18
CUST000169,0,2024-12-26
CUST000170,0,2024-12-11
CUST000171,0,2024-10-22
CUST000172,0,2024-05-13
CUST000173,0,2024-08-11
CUST000174,0,2025-04-18
CUST000175,1,2025-02-10
CUST000176,0,2025-01-02
CUST000177,1,2024-04-24
CUST000178,0,2024-05-12
CUST000179,0,2024-05-08
CUST000180,0,2024-08-26
CUST000181,0,2025-03-20
CUST000182,0,2024-05-07
CUST000183,0,2024-12-18
CUST000184,0,2024-04-27
CUST000185,0,2024-07-21
CUST000186,0,2025-03-20
CUST000187,0,2024-12-31
CUST000188,0,2025-03-21
CUST000189,1,2024-11-09
CUST000190,0,2024-11-22
CUST000191,0,2024-06-11
CUST000192,0,2024-09-25
CUST000193,0,2024-05-18
CUST000194,1,2024-11-17
CUST000195,0,2024-04-26
CUST000196,0,2025-03-13
CUST000197,0,2024-10-25
CUST000198,0,2024-04-26
CUST000199,1,2024-11-21
CUST000200,1,2025-03-18
CUST000201,0,2025-04-08
CUST000202,1,2025-03-03
CUST000203,0,2024-06-19
CUST000204,0,2024-10-20
CUST000205,0,2025-01-28
CUST000206,1,2024-05-12
CUST000207,0,2024-06-05
CUST000208,0,2025-02-06
CUST000209,0,2024-05-01
CUST000210,0,2024-11-19
CUST000211,1,2024-07-06
CUST000212,0,2024-05-10
CUST000213,0,2024-11-16
CUST000214,0,2024-10-05
CUST000215,0,2024-06-04
CUST000216,0,2024-11-19
CUST000217,0,2025-03-13
CUST000218,1,2024-08-09
CUST000219,1,2024-08-22
CUST000220,0,2024-05-04
CUST000221,0,2024-06-18
CUST000222,0,2025-02-25
CUST000223,0,2025-04-16
CUST000224,0,2024-09-08
CUST000225,0,2024-04-23
CUST000226,0,2024-07-25
CUST000227,0,2024-07-08
CUST000228,0,2025-03-28
CUST000229,0,2024-10-27
CUST000230,0,2025-01-28
CUST000231,0,2024-10-11
CUST000232,0,2024-04-26
CUST000233,0,2024-12-14
CUST000234,0,2024-10-28
CUST000235,0,2024-06-14
CUST000236,0,2024-10-10
CUST000237,0,2024-08-06
CUST000238,1,2025-03-19
CUST000239,0,2025-01-05
CUST000240,0,2024-04-20
CUST000241,1,2024-09-26
CUST000242,0,2024-09-08
CUST000243,0,2024-09-21
CUST000244,0,2024-08-19
CUST000245,0,2024-08-30
CUST000246,0,2024-09-19
CUST000247,0,2024-12-09
CUST000248,0,2024-11-14
CUST000249,0,2024-07-13
CUST000250,0,2024-09-24
CUST000251,0,2025-01-27
CUST000252,0,2024-07-15
CUST000253,0,2024-05-07
CUST000254,0,2024-07-15
CUST000255,1,2024-07-17
CUST000256,0,2025-02-28
CUST000257,0,2024-08-25
CUST000258,0,2024-06-07
CUST000259,0,2024-10-25
CUST000260,0,2024-06-01
CUST000261,0,2024-08-06
CUST000262,0,2024-10-26
CUST000263,0,2025-01-20
CUST000264,0,2025-01-03
CUST000265,0,2024-05-27
CUST000266,0,2024-08-13
CUST000267,0,2024-10-15
CUST000268,1,2025-02-02
CUST000269,0,2024-04-20
CUST000270,0,2024-12-23
CUST000271,0,2024-12-17
CUST000272,1,2025-01-14
CUST000273,0,2024-06-11
CUST000274,0,2024-05-16
CUST000275,0,2024-05-05
CUST000276,0,2024-11-12
CUST000277,0,2024-11-30
CUST000278,1,2024-11-01
CUST000279,0,2024-12-29
CUST000280,0,2025-03-24
CUST000281,0,2025-01-22
CUST000282,1,2024-08-09
CUST000283,1,2024-11-12
CUST000284,0,2024-06-30
CUST000285,0,2024-10-02
CUST000286,0,2024-12-12
CUST000287,0,2024-12-01
CUST000288,0,2025-03-09
CUST000289,1,2024-10-30
CUST000290,0,2024-04-25
CUST000291,0,2025-03-20
CUST000292,1,2024-06-09
CUST000293,1,2024-06-27
CUST000294,0,2024-07-08
CUST000295,0,2024-06-24
CUST000296,0,2025-01-12
CUST000297,1,2024-09-13
CUST000298,1,2024-08-30
CUST000299,0,2024-10-06
CUST000300,0,2025-01-29
CUST000301,1,2024-09-30
CUST000302,0,2025-01-13
CUST000303,0,2025-01-13
CUST000304,0,2025-02-22
CUST000305,0,2025-03-09
CUST000306,0,2025-01-27
CUST000307,0,2024-11-21
CUST000308,0,2024-06-12
CUST000309,1,2024-04-20
CUST000310,1,2025-03-17
CUST000311,0,2024-07-21
CUST000312,0,2024-10-08
CUST000313,0,2024-12-15
CUST000314,0,2024-09-06
CUST000315,0,2024-04-21
CUST000316,0,2024-12-24
CUST000317,1,2024-07-19
CUST000318,0,2024-10-20
CUST000319,1,2024-11-17
CUST000320,0,2024-07-26
CUST000321,0,2024-04-21
CUST000322,0,2025-02-13
CUST000323,0,2024-12-27
CUST000324,0,2024-11-06
CUST000325,0,2025-02-07
CUST000326,1,2024-10-09
CUST000327,0,2025-03-05
CUST000328,0,2024-12-17
CUST000329,0,2024-10-19
CUST000330,0,2024-11-02
CUST000331,1,2024-12-30
CUST000332,0,2024-06-19
CUST000333,0,2024-06-28
CUST000334,0,2024-12-28
CUST000335,0,2025-01-17
CUST000336,0,2024-09-21
CUST000337,0,2024-07-02
CUST000338,0,2025-01-21
CUST000339,0,2024-09-05
CUST000340,0,2024-11-20
CUST000341,0,2025-01-06
CUST000342,0,2024-11-01
CUST000343,0,2025-02-02
CUST000344,0,2024-08-21
CUST000345,1,2024-12-20
CUST000346,0,2024-05-28
CUST000347,0,2025-03-15
CUST000348,0,2025-01-12
CUST000349,0,2025-03-25
CUST000350,0,2024-08-04
CUST000351,0,2024-08-20
CUST000352,0,2024-09-09
CUST000353,0,2024-07-05
CUST000354,1,2024-10-13
CUST000355,1,2024-04-20
CUST000356,0,2024-05-26
CUST000357,0,2024-05-09
CUST000358,0,2025-04-18
CUST000359,0,2025-03-20
CUST000360,0,2024-09-21
CUST000361,0,2024-09-21
CUST000362,0,2024-11-30
CUST000363,0,2024-11-21
CUST000364,0,2024-09-07
CUST000365,0,2024-09-05
CUST000366,0,2024-09-02
CUST000367,0,2025-04-20
CUST000368,0,2024-10-06
CUST000369,0,2024-11-20
CUST000370,1,2024-08-24
CUST000371,1,2024-07-29
CUST000372,1,2025-02-17
CUST000373,0,2024-09-27
CUST000374,1,2025-02-17
CUST000375,0,2024-07-01
CUST000376,0,2024-05-15
CUST000377,0,2024-10-23
CUST000378,0,2024-09-09
CUST000379,0,2024-12-04
CUST000380,0,2025-02-26
CUST000381,1,2024-12-04
CUST000382,0,2024-10-18
CUST000383,1,2025-04-02
CUST000384,0,2025-03-01
CUST000385,0,2024-08-08
CUST000386,0,2024-04-30
CUST000387,0,2025-04-17
CUST000388,1,2024-07-04
CUST000389,1,2024-07-14
CUST000390,0,2025-02-26
CUST000391,0,2024-12-23
CUST000392,1,2024-07-15
CUST000393,1,2024-09-23
CUST000394,0,2025-02-02
CUST000395,0,2024-04-26
CUST000396,0,2024-07-06
CUST000397,0,2024-09-21
CUST000398,1,2024-05-01
CUST000399,0,2024-06-01
CUST000400,0,2024-11-17
CUST000401,1,2024-06-22
CUST000402,0,2024-07-31
CUST000403,0,2024-08-17
CUST000404,0,2024-07-12
CUST000405,0,2024-07-18
CUST000406,0,2025-03-05
CUST000407,0,2024-12-06
CUST000408,1,2025-04-17
CUST000409,0,2025-01-10
CUST000410,0,2024-12-20
CUST000411,0,2025-02-03
CUST000412,1,2024-08-04
CUST000413,1,2024-06-13
CUST000414,0,2024-08-24
CUST000415,1,2024-09-14
CUST000416,1,2025-04-20
CUST000417,0,2025-02-08
CUST000418,0,2024-06-10
CUST000419,0,2024-06-15
CUST000420,0,2025-01-24
CUST000421,0,2025-01-29
CUST000422,0,2024-12-27
CUST000423,1,2024-07-31
CUST000424,0,2024-05-30
CUST000425,0,2024-08-28
CUST000426,0,2025-01-22
CUST000427,1,2024-11-26
CUST000428,1,2025-01-07
CUST000429,1,2024-11-17
CUST000430,0,2024-12-24
CUST000431,0,2025-01-20
CUST000432,0,2024-11-06
CUST000433,1,2025-03-30
CUST000434,1,2025-01-17
CUST000435,1,2024-04-29
CUST000436,0,2025-02-14
CUST000437,0,2025-01-31
CUST000438,1,2024-07-01
CUST000439,1,2024-07-06
CUST000440,0,2025-02-11
CUST000441,0,2024-07-02
CUST000442,0,2024-11-24
CUST000443,0,2024-07-23
CUST000444,1,2025-03-14
CUST000445,0,2025-02-23
CUST000446,0,2024-05-28
CUST000447,0,2024-08-11
CUST000448,0,2024-05-13
CUST000449,0,2024-11-29
CUST000450,0,2024-09-13
CUST000451,0,2024-12-09
CUST000452,0,2025-04-18
CUST000453,0,2025-04-14
CUST000454,0,2025-01-23
CUST000455,1,2024-06-13
CUST000456,0,2025-01-10
CUST000457,0,2025-02-20
CUST000458,0,2024-06-18
CUST000459,1,2025-03-15
CUST000460,1,2025-02-12
CUST000461,0,2024-06-23
CUST000462,0,2025-03-19
CUST000463,0,2025-04-12
CUST000464,0,2025-04-01
CUST000465,0,2024-09-21
CUST000466,0,2024-05-19
CUST000467,0,2024-11-26
CUST000468,0,2024-04-22
CUST000469,0,2024-07-27
CUST000470,0,2024-10-22
CUST000471,1,2025-03-13
CUST000472,0,2024-10-22
CUST000473,0,2025-01-31
CUST000474,0,2024-05-19
CUST000475,0,2024-11-17
CUST000476,1,2024-09-16
CUST000477,0,2025-03-06
CUST000478,1,2024-08-18
CUST000479,0,2025-02-25
CUST000480,1,2024-11-07
CUST000481,0,2025-03-21
CUST000482,0,2024-06-01
CUST000483,0,2024-11-01
CUST000484,0,2024-09-15
CUST000485,0,2025-04-18
CUST000486,0,2024-06-08
CUST000487,0,2024-10-13
CUST000488,0,2025-02-25
CUST000489,0,2025-03-12
CUST000490,0,2024-07-06
CUST000491,1,2024-11-10
CUST000492,0,2024-07-14
CUST000493,1,2024-11-07
CUST000494,1,2025-01-17
CUST000495,0,2024-12-07
CUST000496,0,2025-02-12
CUST000497,0,2024-07-16
CUST000498,0,2025-02-18
CUST000499,0,2025-02-27
CUST000500,0,2025-01-03
CUST000501,0,2024-07-11
CUST000502,0,2025-03-17
CUST000503,1,2024-12-29
CUST000504,1,2025-03-12
CUST000505,0,2024-04-25
CUST000506,0,2024-07-16
CUST000507,0,2024-05-09
CUST000508,0,2024-12-11
CUST000509,0,2024-09-23
CUST000510,0,2024-08-16
CUST000511,0,2024-05-21
CUST000512,0,2024-10-11
CUST000513,1,2024-12-17
CUST000514,0,2024-06-30
CUST000515,0,2025-04-09
CUST000516,0,2024-10-31
CUST000517,1,2024-05-29
CUST000518,0,2024-11-11
CUST000519,0,2024-08-17
CUST000520,0,2024-12-18
CUST000521,1,2025-01-01
CUST000522,0,2025-02-08
CUST000523,0,2024-08-07
CUST000524,0,2025-01-15
CUST000525,0,2025-03-19
CUST000526,0,2025-02-24
CUST000527,0,2024-12-06
CUST000528,0,2024-07-24
CUST000529,0,2024-10-19
CUST000530,0,2025-03-23
CUST000531,0,2024-07-07
CUST000532,1,2024-10-08
CUST000533,0,2024-06-22
CUST000534,0,2024-09-01
CUST000535,0,2025-02-26
CUST000536,0,2024-12-09
CUST000537,0,2025-02-12
CUST000538,0,2024-08-12
CUST000539,0,2024-07-23
CUST000540,0,2024-11-03
CUST000541,0,2024-11-04
CUST000542,0,2024-09-27
CUST000543,0,2025-03-09
CUST000544,0,2025-02-27
CUST000545,0,2025-02-26
CUST000546,1,2024-12-09
CUST000547,0,2024-07-06
CUST000548,0,2025-01-06
CUST000549,0,2025-03-20
CUST000550,0,2024-06-20
CUST000551,0,2025-01-02
CUST000552,0,2024-07-26
CUST000553,0,2024-05-31
CUST000554,0,2024-05-12
CUST000555,0,2024-08-07
CUST000556,1,2024-09-13
CUST000557,0,2024-08-23
CUST000558,0,2025-04-14
CUST000559,0,2024-11-20
CUST000560,0,2024-09-04
CUST000561,1,2024-06-12
CUST000562,0,2024-10-02
CUST000563,1,2025-04-17
CUST000564,0,2025-02-27
CUST000565,0,2024-08-21
CUST000566,0,2024-06-17
CUST000567,0,2024-09-08
CUST000568,0,2025-01-24
CUST000569,1,2024-08-10
CUST000570,0,2024-12-19
CUST000571,0,2024-06-27
CUST000572,0,2024-07-05
CUST000573,0,2024-07-10
CUST000574,0,2024-07-22
CUST000575,1,2024-10-22
CUST000576,0,2025-03-22
CUST000577,0,2024-09-06
CUST000578,0,2024-12-26
CUST000579,0,2024-06-18
CUST000580,0,2024-10-16
CUST000581,0,2025-01-14
CUST000582,0,2024-07-19
CUST000583,0,2025-02-05
CUST000584,0,2024-05-21
CUST000585,0,2024-11-04
CUST000586,0,2024-05-07
CUST000587,0,2025-03-14
CUST000588,0,2025-01-23
CUST000589,1,2024-11-26
CUST000590,0,2024-08-26
CUST000591,0,2025-03-22
CUST000592,0,2024-11-27
CUST000593,1,2024-08-21
CUST000594,0,2025-02-07
CUST000595,1,2024-04-21
CUST000596,0,2024-05-07
CUST000597,0,2025-02-19
CUST000598,0,2024-05-15
CUST000599,0,2024-12-04
CUST000600,0,2024-07-31
CUST000601,1,2025-02-01
CUST000602,0,2024-07-22
CUST000603,1,2025-01-27
CUST000604,0,2024-09-26
CUST000605,0,2024-08-11
CUST000606,0,2024-12-08
CUST000607,0,2025-03-05
CUST000608,0,2025-03-22
CUST000609,1,2024-07-05
CUST000610,0,2024-05-11
CUST000611,0,2025-02-04
CUST000612,1,2024-05-24
CUST000613,0,2024-06-27
CUST000614,0,2024-08-11
CUST000615,1,2025-01-16
CUST000616,0,2025-01-12
CUST000617,0,2024-07-21
CUST000618,0,2024-08-06
CUST000619,0,2024-12-14
CUST000620,0,2024-10-21
CUST000621,0,2024-10-08
CUST000622,1,2024-12-26
CUST000623,0,2025-01-30
CUST000624,0,2024-08-26
CUST000625,0,2024-12-01
CUST000626,0,2024-12-02
CUST000627,1,2024-08-07
CUST000628,1,2024-12-13
CUST000629,1,2024-11-23
CUST000630,1,2025-02-04
CUST000631,0,2025-01-09
CUST000632,1,2025-03-17
CUST000633,0,2024-09-16
CUST000634,1,2024-06-04
CUST000635,0,2025-01-18
CUST000636,1,2025-02-19
CUST000637,0,2024-07-07
CUST000638,0,2024-06-28
CUST000639,0,2024-07-12
CUST000640,1,2025-01-22
CUST000641,0,2025-04-05
CUST000642,1,2024-12-10
CUST000643,0,2025-03-30
CUST000644,0,2024-10-14
CUST000645,0,2024-08-14
CUST000646,0,2025-02-07
CUST000647,0,2024-08-18
CUST000648,0,2024-11-02
CUST000649,0,2025-04-08
CUST000650,0,2025-02-13
CUST000651,0,2025-02-16
CUST000652,1,2024-06-04
CUST000653,0,2024-05-24
CUST000654,1,2025-02-25
CUST000655,0,2024-05-07
CUST000656,1,2024-05-31
CUST000657,0,2024-05-28
CUST000658,0,2025-04-05
CUST000659,0,2024-10-31
CUST000660,1,2024-11-22
CUST000661,1,2024-06-05
CUST000662,0,2025-01-22
CUST000663,0,2024-10-14
CUST000664,1,2024-04-21
CUST000665,0,2024-09-15
CUST000666,0,2024-08-17
CUST000667,0,2024-09-06
CUST000668,1,2024-12-07
CUST000669,0,2024-10-08
CUST000670,0,2025-04-18
CUST000671,0,2024-10-16
CUST000672,0,2024-12-04
CUST000673,0,2024-08-27
CUST000674,0,2024-08-17
CUST000675,0,2024-11-28
CUST000676,0,2024-05-24
CUST000677,0,2024-11-22
CUST000678,1,2024-11-25
CUST000679,0,2024-06-23
CUST000680,0,2024-11-04
CUST000681,0,2024-06-26
CUST000682,1,2025-03-30
CUST000683,1,2024-11-04
CUST000684,0,2025-04-20
CUST000685,0,2025-02-16
CUST000686,0,2024-05-30
CUST000687,1,2024-09-27
CUST000688,0,2024-08-29
CUST000689,0,2024-06-11
CUST000690,0,2024-07-19
CUST000691,0,2024-07-10
CUST000692,0,2025-03-07
CUST000693,0,2024-11-22
CUST000694,1,2024-11-19
CUST000695,1,2024-12-11
CUST000696,0,2025-01-04
CUST000697,0,2024-09-05
CUST000698,0,2024-09-07
CUST000699,1,2024-05-24
CUST000700,0,2025-04-19
CUST000701,0,2024-12-04
CUST000702,0,2025-03-21
CUST000703,1,2025-03-21
CUST000704,1,2024-06-18
CUST000705,0,2024-08-19
CUST000706,1,2024-09-05
CUST000707,1,2025-03-31
CUST000708,0,2024-09-17
CUST000709,0,2025-03-07
CUST000710,0,2025-03-22
CUST000711,0,2025-02-15
CUST000712,0,2024-06-21
CUST000713,0,2024-11-27
CUST000714,1,2024-09-22
CUST000715,0,2024-09-28
CUST000716,0,2024-07-16
CUST000717,1,2024-06-07
CUST000718,1,2024-10-24
CUST000719,0,2024-05-11
CUST000720,0,2024-07-06
CUST000721,0,2024-11-22
CUST000722,0,2024-07-26
CUST000723,0,2025-03-12
CUST000724,0,2024-07-02
CUST000725,0,2024-12-15
CUST000726,0,2024-09-03
CUST000727,1,2024-05-07
CUST000728,0,2024-06-24
CUST000729,0,2025-03-23
CUST000730,0,2024-05-04
CUST000731,0,2025-03-11
CUST000732,0,2024-09-01
CUST000733,0,2024-07-25
CUST000734,1,2024-05-01
CUST000735,0,2025-04-14
CUST000736,1,2024-11-08
CUST000737,0,2024-07-02
CUST000738,0,2024-12-02
CUST000739,0,2024-10-28
CUST000740,0,2025-02-22
CUST000741,0,2025-02-22
CUST000742,1,2024-08-13
CUST000743,0,2024-12-30
CUST000744,0,2024-08-30
CUST000745,0,2024-05-26
CUST000746,0,2025-01-20
CUST000747,0,2024-09-14
CUST000748,0,2024-10-03
CUST000749,0,2025-03-01
CUST000750,1,2024-10-07
CUST000751,0,2024-07-11
CUST000752,0,2025-03-27
CUST000753,0,2024-12-03
CUST000754,0,2025-03-12
CUST000755,0,2025-04-19
CUST000756,0,2025-03-26
CUST000757,0,2024-06-18
CUST000758,0,2025-03-06
CUST000759,0,2025-03-03
CUST000760,1,2024-04-29
CUST000761,1,2025-02-24
CUST000762,0,2025-02-04
CUST000763,0,2024-06-26
CUST000764,0,2024-09-15
CUST000765,0,2024-10-24
CUST000766,0,2024-09-30
CUST000767,0,2024-11-10
CUST000768,0,2024-05-22
CUST000769,0,2024-06-27
CUST000770,1,2024-06-24
CUST000771,0,2025-03-22
CUST000772,0,2024-12-15
CUST000773,1,2024-07-30
CUST000774,0,2024-06-14
CUST000775,1,2025-02-09
CUST000776,0,2024-06-03
CUST000777,1,2024-11-05
CUST000778,1,2024-11-28
CUST000779,0,2024-12-31
CUST000780,1,2025-04-07
CUST000781,0,2024-06-04
CUST000782,0,2024-06-30
CUST000783,0,2024-06-14
CUST000784,0,2025-02-16
CUST000785,0,2025-01-23
CUST000786,0,2024-05-31
CUST000787,0,2024-12-19
CUST000788,0,2024-12-08
CUST000789,1,2024-11-04
CUST000790,0,2025-02-25
CUST000791,0,2025-01-07
CUST000792,0,2024-04-30
CUST000793,1,2024-05-27
CUST000794,0,2025-02-10
CUST000795,0,2024-06-25
CUST000796,0,2025-01-29
CUST000797,0,2024-07-21
CUST000798,0,2025-04-18
CUST000799,0,2024-09-10
CUST000800,0,2024-10-08
CUST000801,0,2025-03-21
CUST000802,0,2025-03-11
CUST000803,0,2024-04-27
CUST000804,0,2024-12-31
CUST000805,0,2025-04-20
CUST000806,0,2024-06-03
CUST000807,0,2025-01-11
CUST000808,0,2025-04-05
CUST000809,0,2025-02-15
CUST000810,1,2024-06-15
CUST000811,0,2024-10-21
CUST000812,1,2024-04-21
CUST000813,0,2024-07-06
CUST000814,1,2024-11-12
CUST000815,0,2024-12-26
CUST000816,0,2025-02-02
CUST000817,0,2025-04-13
CUST000818,1,2024-08-14
CUST000819,0,2024-06-15
CUST000820,1,2025-03-29
CUST000821,0,2024-11-18
CUST000822,0,2024-11-10
CUST000823,1,2024-10-17
CUST000824,0,2025-01-25
CUST000825,0,2024-10-26
CUST000826,1,2024-07-28
CUST000827,0,2024-07-13
CUST000828,0,2024-06-22
CUST000829,0,2024-07-20
CUST000830,0,2024-08-02
CUST000831,0,2024-08-19
CUST000832,0,2025-01-15
CUST000833,0,2024-09-03
CUST000834,0,2024-12-31
CUST000835,1,2024-10-01
CUST000836,1,2024-10-08
CUST000837,0,2024-09-10
CUST000838,0,2024-05-21
CUST000839,0,2024-07-23
CUST000840,0,2024-11-08
CUST000841,0,2025-03-13
CUST000842,1,2025-04-14
CUST000843,0,2025-02-09
CUST000844,0,2025-02-27
CUST000845,0,2024-11-05
CUST000846,0,2024-07-23
CUST000847,0,2025-04-19
CUST000848,0,2024-06-15
CUST000849,1,2024-06-01
CUST000850,0,2025-04-20
CUST000851,0,2025-02-24
CUST000852,0,2024-12-23
CUST000853,1,2024-05-09
CUST000854,0,2024-07-26
CUST000855,0,2024-09-20
CUST000856,1,2024-07-01
CUST000857,0,2025-03-09
CUST000858,0,2024-11-18
CUST000859,0,2024-05-02
CUST000860,0,2024-08-15
CUST000861,0,2024-07-07
CUST000862,0,2024-08-17
CUST000863,0,2024-11-29
CUST000864,1,2024-08-23
CUST000865,0,2024-06-28
CUST000866,0,2025-01-08
CUST000867,0,2024-09-05
CUST000868,0,2025-03-19
CUST000869,0,2024-12-27
CUST000870,0,2024-08-30
CUST000871,0,2025-02-05
CUST000872,0,2025-02-21
CUST000873,0,2025-01-03
CUST000874,1,2025-02-05
CUST000875,0,2025-02-10
CUST000876,1,2024-06-24
CUST000877,0,2024-08-30
CUST000878,0,2024-04-20
CUST000879,0,2025-01-27
CUST000880,0,2025-04-13
CUST000881,0,2024-06-20
CUST000882,0,2025-01-01
CUST000883,1,2025-03-13
CUST000884,0,2024-05-22
CUST000885,0,2024-08-21
CUST000886,0,2024-11-30
CUST000887,0,2024-11-12
CUST000888,0,2025-02-18
CUST000889,1,2024-07-26
CUST000890,0,2024-09-01
CUST000891,0,2024-08-01
CUST000892,0,2024-08-19
CUST000893,0,2024-10-17
CUST000894,0,2024-11-22
CUST000895,0,2025-01-28
CUST000896,0,2024-08-27
CUST000897,0,2024-11-03
CUST000898,0,2024-12-09
CUST000899,0,2025-04-06
CUST000900,0,2024-08-17
CUST000901,0,2024-12-08
CUST000902,0,2024-12-05
CUST000903,0,2024-05-27
CUST000904,0,2024-08-05
CUST000905,0,2024-05-14
CUST000906,0,2024-07-02
CUST000907,1,2024-06-09
CUST000908,1,2024-05-05
CUST000909,0,2025-02-12
CUST000910,0,2024-09-18
CUST000911,0,2024-12-09
CUST000912,1,2024-07-07
CUST000913,0,2024-11-10
CUST000914,0,2025-01-09
CUST000915,0,2024-12-10
CUST000916,0,2024-05-23
CUST000917,0,2025-03-30
CUST000918,0,2024-11-11
CUST000919,0,2024-09-24
CUST000920,1,2024-07-15
CUST000921,1,2024-11-24
CUST000922,0,2024-05-29
CUST000923,0,2025-04-11
CUST000924,1,2025-03-21
CUST000925,0,2024-12-04
CUST000926,1,2024-05-18
CUST000927,0,2024-12-16
CUST000928,0,2024-09-05
CUST000929,0,2025-03-14
CUST000930,1,2025-03-27
CUST000931,0,2024-04-22
